Article ID,Article Title,User Name,Resolve?,Include,Search Engine,Exclusion stage,Reason for exclusion,Details of reason for exclusion if other,Article Topic: notes,Year of publication,Country of Primary Author,Study Location Name,Study Country,Study Location Coordinates (Decimal Degrees),Study length (years),Starting year of data collection,Number of study species,Species family,Species Latin Name(s),Conservation status(es),Sample size (individuals),Sample size (colonies),Sample size (other),Research Focus,Research Focus if other or additional details,Source of seabird location information.,Source of seabird location information if other,Tracking accuracy (m),Temporal resolution of tracking data, Type of remote sensing,Type of remote sensing if other,Repository (website) source of remotely sensed data,Satellite Source/Space Agency,Satellite platform for remote sensing data,Satellite sensor used,Satellite Product/Environmental Variables,Derived metrics,Non-SRS environmental variables ,Temporal Resolution of SRS (days),Spatial resolution of SRS (mxm),Satellite imagery processing/analysis software,Was satellite data verified? How?,Details of how satellite data was verified if Other,Do/How do authors account for or discuss temporal variation in environment?,Analytical method for linking movement and environment,Do the authors make or discuss specific predicted changes in seabird ecology,Link to policy or conservation,Additional notes,User Note,Title,Journal,Authors
8566747,Monitoring seabirds population in marine ecosystem: The use of strip-transect aerial surveys,hannah.1.wood,,TRUE, WOS,,,,Methods paper. Examise biases associated with aerial transects,2008,France,Bay of Biscay,France,,1,2001,,,Larus argentatus;;;Larus fuscus;;;Larus marinus;;;Rissa Tridactyla;;;Larus melanocephalus;;;Uria aalge;;;Alca torda;;;Fratercula arctica;;;Sterna sandvicensis;;;Sterna hirundo;;;Puffinus puffinus;;;Calonectris diomedea;;;Sula bassana;;;Catharacta skua;;;Stercorarius longicaudus;;;Stercorarius parasiticus,,,,6 six-day surveys, Abundance/Population Estimates,Using aerial surveys as a tool for seabird abundance and species richness estimates., Aerial survey,,460 m,,Aircraft (manned),,,,twin engine PA 34 Seneca,,,,,,,,,,,,,,Studying effect of bias on aerial counts of different species under different environmental conditions,,Monitoring seabirds population in marine ecosystem: The use of strip-transect aerial surveys,Remote Sens. Environ.,"Certain, Gregoire; Bretagnolle, Vincent"
8566748,Observations and tracking of killer whales (Orcinus orca) with shore-based X-band marine radar at a marine energy test site,hannah.1.wood,,FALSE, WOS,Title/Abstract, Not about seabird ecology,,killer whales and radar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Observations and tracking of killer whales (Orcinus orca) with shore-based X-band marine radar at a marine energy test site,Mar. Mamm. Sci.,"McCann, David L.; Bell, Paul S."
8566749,"Observations of ice thickness and frazil ice in the St. Lawrence Island polynya from satellite imagery, upward looking sonar, and salinity/temperature moorings",hannah.1.wood,,FALSE, WOS,Title/Abstract, Not about seabird ecology,,ice thickness in arctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Observations of ice thickness and frazil ice in the St. Lawrence Island polynya from satellite imagery, upward looking sonar, and salinity/temperature moorings",J. Geophys. Res.-Oceans,"Drucker, R.; Martin, S.; Moritz, R."
8566750,Oceanographic characteristics of biological hot spots in the North Pacific: A remote sensing perspective,hannah.1.wood,,FALSE, WOS, Main Body, Not about seabird ecology,,Characterising 'recognised hotspots' using remote sensing. No animal tracking data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceanographic characteristics of biological hot spots in the North Pacific: A remote sensing perspective,Deep-Sea Res. Part II-Top. Stud. Oceanogr.,"Palacios, Daniel M.; Bograd, Steven J.; Foley, David G.; Schwing, Franklin B."
8566751,Estimation of surface soil properties in peatland using ALOS/PALSAR,hannah.1.wood,,FALSE, WOS,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimation of surface soil properties in peatland using ALOS/PALSAR,Landsc. Ecol. Eng.,"Takada, Masayuki; Mishima, Yoshio; Natsume, Shosuke"
8566752,Arctic warming: nonlinear impacts of sea-ice and glacier melt on seabird foraging,hannah.1.wood,,TRUE, WOS,,,,Sea ice and climate change on little auk foraging,2015,FRA,"Tikhaya  Bay,  Hooker  Island,, Franz-Josef  Land",RUS,"80.34, 52.82",1 (bird data);;;34 (SRS data),2013 (birds);;;1979 (SRS data),1,Alcidae,Alle  alle,,14,1,,Foraging Location/Distribution,, Other electronic tag;;; At-sea survey,TDR,100m (at-sea survey),4 sec (tag), Satellite,,EUMETSAT  OSI  SAF,EUMETSAT;;;NASA,Landsat (glacier dynamics),SMMR (EUMETSAT);;;SSM/I (EUMETSAT);;;AMSR-E (NASA),sea ice  concentration (EUMETSAT and NASA);;;High resolution images (landsat),Mean  monthly  sea-ice cover/ concentrations (percentage  of  ocean  surface  covered  by  sea-ice);;;Yearly glacier progression/retreat (Landsat),,1 day,12500 (EUMETSAT);;;6250 (NASA);;;15 -60 (landsat),, Other,multiple satellite sources for sea ice.Comparison of glacier retreat using the same method on a different glacier.,looking at change over a long timespan. but only one year of tracking data. Diet and weight comparisons from multiple years.,"Descriptive, non-analytical.","Discuss theirs and other studies which  show some response already. No predictions for the future, but highlight the importance of idenitfying ket environmental variables in order to majke predictive models.",,,,Arctic warming: nonlinear impacts of sea-ice and glacier melt on seabird foraging,Glob. Change Biol.,"Gremillet, David; Fort, Jerome; Amelineau, Francoise; Zakharova, Elena; Le Bot, Tangi; Sala, Enric; Gavrilo, Maria"
8566753,Large-scale bloom of Akashiwo sanguinea in the Northern California current system in 2009,hannah.1.wood,,TRUE, WOS,,,,Algal bloom killed seabirds,2014,USA,Oregon and Washington coast,USA,38.25–48.33 deg N,1 (seabird data);;;9 (SRS SST data),2009 (Seabird data and in situ);;;2003 to 2012 (SRS SST for averaging),3,,Red-throated Loons;;;Western Grebes;;;CommonMurres,,1700,,, Other,'Significant seabird mortality' event caused bu harmful algal bloom, Other,washed up on beaches,,, Satellite,,(Chl and SST) OceanBiologyProcessingGroup(OBPG;http://oceancolor.na-sa.gov) (Chl);;;http://earth.esa.int (Chl and MCI),NASA,,"MODIS (Chl, nSST);;;MERIS (MEdium Resolution Imaging Spectrometer",Chl;;;nighttime SST,maximum chlorophyll index (MCI);;;nSST anomaly (deviation from Composite average over 2003-2012 (SnST,,8 (Chl);;;1 (SST),1000 x 1000 (Chl);;;4000 (SST),BEAM software, In situ measurements,,calculate 'anomaly' in SST from 9 year average,Descriptive,,"Withoutapredictivecapacityforthisorganism,wewouldsuggestthattheonlymeanstomitigatetheimpactsofanotherinstanceofwidespreadfoam-inducedseabirdmortalityisacombinationofroutinealgalmonitoringandclosecommunicationbetweenmonitoringagenciesandlocalwildliferehabilitationcenters.",,,Large-scale bloom of Akashiwo sanguinea in the Northern California current system in 2009,Harmful Algae,"White, Angelicque E.; Watkins-Brandt, Katie S.; McKibben, S. Morgaine; Wood, A. Michelle; Hunter, Matthew; Forster, Zach; Du, Xiuning; Peterson, William T."
8566754,"Satellite Remote-Sensing in Monitoring Change of Seabirds - Use of Spot Image in King Penguin Population Increase at Ile-Aux-Cochons, Crozet Archipelago",hannah.1.wood,,TRUE, WOS,,,,SRS to count king penguins,1995,France,"lie aux Cochons, Crozet Archipelago, southern Indian Ocean",sub-antarctic,,1,1988,1,,Aptenodytes patagonicus,,"2,000,000",1,, Abundance/Population Estimates;;; Breeding Location/Distribution,, Other,Satellite remote sensing,,, Satellite,,NI,Spot satellite earth observation programme,Spot satellite,High Resolution Visible (HRV) 1 and 2) imaging instruments,panchromatic (P) image;;;multi- spectral (XS) image,colour-composite images,,26,"10 (P, XS);;;20 (composite)",Didactim software (AES image 1989), Not Included,,NI,NI,Predict increased popn due to no longer being hunted and the near-extinction of whales freeing up resources.,NI,,,"Satellite Remote-Sensing in Monitoring Change of Seabirds - Use of Spot Image in King Penguin Population Increase at Ile-Aux-Cochons, Crozet Archipelago",Polar Biol.,"Guinet, C.; Jouventin, P.; Malacamp, J."
8566755,Assessing the location and stability of foraging hotspots for pelagic seabirds: An approach to identify marine Important Bird Areas (IBAs) in Spain,hannah.1.wood,,TRUE, WOS,,,,Seabird hotspots Iberia,2012,Spain,Balearic Islands,Spain,,11,1999 (seabird data);;;1998 (environmental data),3,Procellariiform;;;Procellariiform;;;Procellariiform,Calonectris diomedea diomedea;;;Puffinus mauretanicus;;;Hydrobates pelagicus melitensis,,65,7 (satellite tag data),17 (surveys), Other,"identification of marine IBAs, four types of sites were considered", Other combined methods,satellite tags plus boat-based survey,300 (boat survey);;;NI (satellite tags),10 min (boat survey);;;NI (satellite tags),,,"ETOPOv2  http://www.ngdc.noaa.gov (bathymetry);;;Ocean Color Web (Feldmanand McClain, 2007) (SST and Chl);;;GHSS distance to shoreline (http://www.ngdc.noaa.gov);;;Distance to breeding colonies from literature;;;http://oceancolor.gsfc.nasa.gov/ (SST and Chl)",NGDC and NOAA (bathymetry);;;NI (SST and Chl),Terra (SST);;;Aqua (Chl),MODIS (SST and Chl),Bathymetry;;;SST;;;Chl-a concentration,"depth, slope, distance to shelf break (bathymetry);;;Distance to ocean front (from SST);;;Distance to breeding colonies",,90 (SST and Chl),2.5 minutes,Sobel edge detection filter  (ocean fronts);;;ESRI Spatial Analyst, Not Included,NI,,"Species Distribution Modelling. We used a modelingmethod based on maximum entropy implemented in the software MAXENT;;;AXENT is theestimation of the probability of a distribution with maximum en-tropy (that is, the most spread out or the most uniform distribu-tion) given a set of conditions (the environmental characteristicsof the site where the species is detected);;;Default param-eterization of MAXENT was used to develop the SDMs, limiting theresponse to environmental variables to linear and quadratic func-tions. All available environmental variables","he SDMs integration processwas a particularly good example of how models allow assessinghotspot stability, and to disregard areas that are subject to strong inter-year variability. we cannot guarantee their stability in the long term underthe current scenario of rapid environmental change, though thiscould also apply to protected sites inland",Definition of marine IBAs/locations illustrated. To be used to inform MPA planing,Methods for model confusing and complicated,,Assessing the location and stability of foraging hotspots for pelagic seabirds: An approach to identify marine Important Bird Areas (IBAs) in Spain,Biol. Conserv.,"Manuel Arcos, Jose; Becares, Juan; Villero, Dani; Brotons, Lluis; Rodriguez, Beneharo; Ruiz, Asuncion"
8566756,Frigatebird behaviour at the ocean-atmosphere interface: integrating animal behaviour with multi-satellite data,hannah.1.wood,,TRUE, WOS,,,,Frigate birds flying near fronts,2012,FRA,"Europa Island, Mozambique Channel",,"-22, 40",>1,2008,1,Fregatidae,Fregata minor,,16,,,Foraging Location/Distribution,,Satellite tag/GPS tag,,,2 min, Satellite,,AVISO (altimetry),NASA (SST );;;NASA (wind),Aqua (SST);;;QuikScat (wind),AMSR-E (SST),"""Currents derived from altimetry"" SSHA;;;SST",transport fronts;;;thermal fronts (SST);;;regions of ascending wind,,3 days (SST),2775x2775 (SST);;;2775x2775 (wind),, Not Included,,,"Presence/absence in different 'environmental conditions'. Proportion of time sepnt in each environment during different behaviours. npaired two-samplet-test based on bootstrapping, by which wereshuffled the independent behavioural observationsrandomly along the trajectories (see the electronic sup-plementary material). The null hypothesis is that theobserved difference in frequencies has a zero mean andfluctuations due to the finiteness in the number ofobservations.",,,,,Frigatebird behaviour at the ocean-atmosphere interface: integrating animal behaviour with multi-satellite data,J. R. Soc. Interface,"De Monte, Silvia; Cotte, Cedric; d'Ovidio, Francesco; Levy, Marina; Le Corre, Matthieu; Weimerskirch, Henri"
8566757,Structure of marine predator and prey communities along environmental gradients in a glaciated fjord,hannah.1.wood,,FALSE, WOS, Main Body, Does not use satellite remote sensing,uses in situ environmental measurements,,2012,USA,"Glacoer Bay, Alaska",USA,,,,>5,,Brachyramphus brevirostris;;;Brachyramphus marmoratus;;;Rissa tridactyla;;;Cepphus columba;;;Larus glaucescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temperature, salinity, and turbidity/Chl all measured in situ",,Structure of marine predator and prey communities along environmental gradients in a glaciated fjord,Can. J. Fish. Aquat. Sci.,"Renner, Martin; Arimitsu, Mayumi L.; Piatt, John F."
8566758,Emperors in Hiding: When Ice-Breakers and Satellites Complement Each Other in Antarctic Exploration,hannah.1.wood,,TRUE, WOS,,,,Counting penguins from aerial vs SRS,2014,France,Mertz Glacier,Antarctica,"67' 199 S, 145' 529 E and 67'149S, 145'309E",1,2012 (seabird data);;;2009 (SRS data),1,,Aptenodytes  forsteri,,(~6550 observed from survey method),,1 survey, Abundance/Population Estimates;;; Breeding Location/Distribution,, Aerial survey,,NI,2 days of surveys,,,DigitalGlobe: Quicklooks at https://browse.digitalglobe.com/imagefinder/,NI,Landsat,NI,QuickBird2 Very High Resolution Landsat imagery,,,NI,10m,NI, Other,Verifying satellite images with aerial surveys,"Snow cover can easily cover the colony guano, meaning that they can be easily missed over a period of weeks.",Descriptive,NI,"As a consequence, we can still hope to discover more emperorpenguin colonies in the future if further investigations areconducted along the Antarctic coast","Our paper shows that to allowconfidence in satellite observations, a multi-temporal/multi-yearapproach has to be used to ensure that breeding sites are notmissed due to heavy snowfall, deep shadows or topographicfeatures such as ice cliffs. If possible, these observations should be backed up with aerial or ground counts",,Emperors in Hiding: When Ice-Breakers and Satellites Complement Each Other in Antarctic Exploration,PLoS One,"Ancel, Andre; Cristofari, Robin; Fretwell, Peter T.; Trathan, Phil N.; Wienecke, Barbara; Boureau, Matthieu; Morinay, Jennifer; Blanc, Stephane; Le Maho, Yvon; Le Bohec, Celine"
8566759,"Reproductive constraints influence habitat accessibility, segregation, and preference of sympatric albatross species",hannah.1.wood,,TRUE, WOS,,,,,2015,USA,"Tern Island, Northwest Hawaiian Island",USA,"3.87° N, 166.28° W",5,2002 (seabird data),2,,Phoebastria immutabilis;;;Phoebastria nigripes,,194,,,Foraging Location/Distribution,, Combined GPS+GLS tag,,6700 (GPS),"12 hours (90sec interpolated to 10 min, subsampled to twice a day)", Satellite,,(http://www.ngdc.noaa.gov/mgg/global/etopo2.html (bathymetry);;;http://coastwatch.pfel.noaa.gov/erddap/) (SST);;;NOAA CoastWatch West Coast Node (Wind vector fields),"NOAA (bathymetry);;;AVHRR Pathfinder Oceans Project (SST);;;AVISO (EKE, SSHa);;;NASA  (wind velocity fields)",ETOPO2 (bathymetry);;;Orbview-2  (Chl a and PARO);;;NASA’s QuikS-CAT (wind velocity fields),"microwave + infrared (SST);;;ea-viewing Wide Field-of-view Sensor: SeaWiFS (Chl a and PARO);;;SeaWinds scatterometer (wind velocity fields);;;4 x altimeters (Jason-1, ENVISAT,ERS-1 and 2, and TOPEX/Poseidon) (EKE)",Blended SST;;;chlorophyll a;;;photosynthetically available radiation obtained;;;wind velocity fields,latitudinal gradients in SST (to describe frontal structure);;;proximity to the Transition Zone Chlorophyll Front (TZCF);;;monthly wind stress curl to describe wind-driven oceanic  upwelling  or  downwelling/surface convergence/divergence;;;sea  surface height anomaly (SSHa);;;eddy kinetic energy (EKE);;;sea floor depth;;;Primary productivity (Chl a plus PARO);;;daily wind speed and direction,,1 (wind velocity fields);;;5  (SST);;;30 (Chl a and PARO);;;7 (EKE),"0.1 degrees  (SST, Chl, PARO);;;0.25 degrees (wind velocity fields)",Environmental data were obtained by querying theNOAA OceanWatch Live Access Server using Matlaband ERDDAP, Not Included,NI,NI,"GAMMs were implemented within the gamm4 pack-age in R [106]. All candidate covariates were fitted usingcubic regression splines; a cyclic spline was used to model wind direction.;;;To arrive at an inferential model for each species andbreeding stage, we used AIC as a guide, and relied oncluster-level cross-validation for final model selection;;;we randomly se-lected two-thirds of the individuals tracked during eachbreeding stage for each species to use in the first stageof  model  selection.  We  started  with  intercept-onlymodels and used forward model selection with AIC toarrive at a suite of candidate models for each species-stage. We then fit data from the remaining individuals tothe sequence of models obtained from forward selection.The  model  with  the  lowest  AIC  from  the  cross-validation step was retained as the inferential model","Yes. Changes in SST in the North Pacificdue to global climate change [154, 155] will likely haveconsiderable impacts on Hawaiian albatrosses, given theimportance of SST in foraging habitat selection. Inaddition, poleward shifts in westerly winds associatedwith climate change [156–158] may lead to changes inthe positioning of the North Pacific Current [52] and ac-cess to preferred habitats. In the Southern Ocean, thepoleward shift of the westerlies has positively affectedbreeding performance of wandering albatrosses, but acontinuing shift may make the location of breeding col-onies less optimal in the future [159]. A northward shiftin the positioning of the TZCF due to climate changecould have negative effects on Laysan and black-footedalbatross populations, if preferred habitats become moredistant from the colony during critical portions of the breeding season.",NI,Importance of breeding stage on environmental drivers. Good paper for comparing sympatric species foraging,,"Reproductive constraints influence habitat accessibility, segregation, and preference of sympatric albatross species",Mov. Ecol.,"Kappes, Michelle A.; Shaffer, Scott A.; Tremblay, Yann; Foley, David G.; Palacios, Daniel M.; Bograd, Steven J.; Costa, Daniel P."
